Id,Name,Description,Grade,Add,Zipcode,Region,Town,Tel,Fax,Gov,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class,Map,Spec,Serviceinfo,Parkinginfo,TotalNumberofRooms,LowestPrice,CeilingPrice,TaiwanHost,IndustryEmail,TotalNumberofPeople,AccessibilityRooms,PublicToilets,LiftingEquipment,ParkingSpace
C4_A15010000H_002028,水頭103號民宿,位於金門縣的民宿,,金門縣金城鎮前水頭103號,893,金門縣,金城鎮,886-82-323345,,A15010000H,https://shuitou.encounteredgroup.com,https://taiwan.taiwanstay.net.tw/twpic/102148.JPG?v=20250702,,,,,,118.296360,24.410820,4,,套房4800;,"無線網路,國民旅遊卡,停車場,自助洗衣(收費),,,,接送服務,自行車租借,行動支付,導覽解說,體驗活動,寵物友善旅宿,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,4,4800,7200,1,guningtou@encounteredgroup.com,20,0,0,0,0
C4_A15010000H_002030,光明頂民宿,位於臺東縣的民宿,,臺東縣池上鄉振興村振興101號,958,臺東縣,池上鄉,886-921-642688,,A15010000H,,,,,,,,121.186776,23.037807,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,3000,3500,0,david97720660@gmail.com,16,0,,,0
C4_A15010000H_002032,朵兒旅館,位於臺北市的旅館,,臺北市中山區新生北路1段66號2樓,104,臺北市,中山區,886-2-25232699,886-2-25311357,A15010000H,,,,,,,,121.530282,25.047036,3,,,"酒吧,無線網路,停車場,,,,",車位:小客車30輛、機車0輛、大客車0輛,7,2000,29000,0,cvvkty66@gmail.com,17,0,0,0,30
C4_A15010000H_002035,井上天花,位於新北市的民宿,,新北市瑞芳區三爪子坑路6號,224,新北市,瑞芳區,886-2-24978007,886-2-24978279,A15010000H,https://www.facebook.com/ChingShangTienHua/,https://taiwan.taiwanstay.net.tw/twpic/168638.jpg?v=20250702,入口處,,,,,121.810210,25.106846,4,,,"無線網路,國民旅遊卡,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,5,2000,3600,0,killersya@yahoo.com.tw,13,0,0,0,0
C4_A15010000H_002036,寬心小站民宿,位於宜蘭縣的民宿,,宜蘭縣冬山鄉香城路311巷7弄7號,269,宜蘭縣,冬山鄉,886-953-229996,886-3-9590548,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/181276.jpg?v=20250702,公共空間,https://taiwan.taiwanstay.net.tw/twpic/181275.JPG?v=20250702,公共空間,https://taiwan.taiwanstay.net.tw/twpic/181274.JPG?v=20250702,公共空間,121.804967,24.631975,4,,,"餐廳,有線網路,無線網路,國民旅遊卡,自助洗衣(收費),,,,導覽解說,體驗活動,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,5,1650,4000,0,g120933@yahoo.com.tw,20,0,,,0
C4_A15010000H_002040,關山葫蘆民宿,位於臺東縣的民宿,,臺東縣關山鎮中福里1鄰三民路35號,956,臺東縣,關山鎮,886-89-810385,886-89-813230,A15010000H,,,,,,,,121.162860,23.050072,4,,,,車位:小客車0輛、機車0輛、大客車0輛,3,3000,4800,0,,8,0,,,0
C4_A15010000H_002041,簡單生活民宿,空氣.陽光.綠地.芬多精是簡單生活的主角！鳥鳴.蛙鳴.愛犬是簡單生活的配角！親切友善的主人是簡單生活的靈魂！白鷺鷥.侯鳥.螢火蟲是我們的訪客！稻田的變化是我們的四季！,,花蓮縣新城鄉佳林村5鄰佳林112之9號,971,花蓮縣,新城鄉,886-972-720983,886-3-8260695,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/2497.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/5395.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/18228.jpg?v=20250702,,121.586960,24.026420,4,,其他6800;,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,5,8000,8000,0,slh112009@gmail.com,30,0,0,0,0
C4_A15010000H_002043,雲享民宿,蒼海白「雲」～浪漫盡「享」「澎湖民宿‧澎湖雲享民宿」位於馬公市區，鄰近馬公港，不論您要騎車前往馬公市區品嘗美食、走訪歷史古蹟；或是您要驅車前往南環，造訪山水沙灘、蒔裡海灘、蛇頭山或風櫃洞…等自然風景；還是您想搭船漫遊七美、望安…等濱海島嶼都十分方便。「澎湖民宿‧澎湖雲享民宿」外觀採行簡明俐落的現代感直線設計，搭配整面落地玻璃的光亮大廳，呈現非凡的壯闊氣度。坐落於市區周邊的良好地理位置，不僅保有交通的便利性，更帶來了遠離喧囂及可眺望綠地的視野景觀，讓您能夠盡情徜徉於澎湖的熱情陽光。「澎湖民宿‧澎湖雲享民宿」提供雙人、四人及可容納五人至六人的通舖套房，房間內部也採用同樣的現代化風格，寬敞的房間空間、方正的臥房格局、搭配開闊的採光照明，讓屋內通風良好且光線極佳。省去繁雜富麗的裝潢佈景和造景陳設，僅以整潔的臥房空間、簡單的家具設備和明媚的窗外景色，讓旅人回到最原始本質的家居氣息，真正享有回到自家一般的放鬆感受。倘若您有任何疑問，歡迎直接電洽【0918-348211、0912-968211】或LINE ID【wls348211】澎湖民宿‧澎湖雲享民宿。,,澎湖縣馬公市東文里文學路255巷6號,880,澎湖縣,馬公市,886-918-348211,886-6-9219891,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/14795.jpg?v=20250702,民宿外觀,https://taiwan.taiwanstay.net.tw/twpic/37575.jpg?v=20250702,民宿客廳,https://taiwan.taiwanstay.net.tw/twpic/5563.jpg?v=20250702,民宿客廳,119.581954,23.561892,4,,套房3400;套房3400;雙人房2200;其他3400;,"餐廳,停車場,,",車位:小客車0輛、機車0輛、大客車0輛,4,2200,3400,0,xk2556@pchome.com.tw,16,0,,,0
C4_A15010000H_002047,大台東民宿,位於臺東縣的民宿,,臺東縣臺東市北安路6號,950,臺東縣,臺東市,886-910-580999,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/253.jpg?v=20250702,房間2,https://taiwan.taiwanstay.net.tw/twpic/20369.jpg?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/31783.jpg?v=20250702,大廳或櫃檯,121.128394,22.796870,4,,,,車位:小客車0輛、機車0輛、大客車0輛,4,4000,6000,0,,12,0,,,0
C4_A15010000H_002050,統一大飯店,位於臺中市的旅館,,臺中市沙鹿區日新街92號,433,臺中市,沙鹿區,886-4-26622121,886-4-26622792,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/258702.jpeg?v=20250702,沙鹿統一大飯店（大門照）,,,,,120.561481,24.237077,3,,,,車位:小客車0輛、機車0輛、大客車0輛,49,1200,2000,0,,122,0,,,0
C4_A15010000H_002051,代迪賓館,位於高雄市的旅館,,高雄市橋頭區橋頭里成功路57號8-11樓,825,高雄市,橋頭區,886-7-6110268,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/261436.jpg?v=20250702,.,,,,,120.309228,22.760056,3,,,,車位:小客車0輛、機車0輛、大客車0輛,40,2500,2500,0,,80,0,,,0
C4_A15010000H_002055,喀嚓緩旅民宿,位於花蓮縣的民宿,,花蓮縣花蓮市國盛里國民八街100號,970,花蓮縣,花蓮市,886-937-295543,,A15010000H,https://www.facebook.com/123CheersHostel,https://taiwan.taiwanstay.net.tw/twpic/169643.jpg?v=20250702,前院,https://taiwan.taiwanstay.net.tw/twpic/169645.jpg?v=20250702,客廳,https://taiwan.taiwanstay.net.tw/twpic/169647.jpg?v=20250702,房間,121.607999,23.993905,4,,,"無線網路,國民旅遊卡,停車場,,,,兒童遊樂設施,室內遊樂設施,自行車租借,導覽解說,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,4,6400,12800,0,,12,0,0,0,0
C4_A15010000H_002056,好地方旅居文旅,高雄原名打狗，於日治時期正式更名高雄，高雄港為世界第13大港口，交通位置優越運輸往來繁盛，隨周邊重點建設得發展，高雄正快速蛻變為亞熱帶地區最為便利之魅力海洋城市。　　旅居文旅-高雄館位於高雄海陸空交通樞紐與最繁華具發展力的三多商圈，鄰近小港國際機場、高雄國際商港、高雄捷運站，與6大百貨、3大影城、高雄地標85大樓、高雄展覽館、愛河等比鄰而居。　　Hub Hotel是您旅途中最舒適溫暖的家，為您營造一個享受心靈自由的好地方。　　我們很高興與您成為一家人，伴您渡過愉快的旅程，我們期盼走到每一處，處處都是好地方。,3,高雄市苓雅區三多四路63號11樓之1,802,高雄市,苓雅區,886-7-2692626,886-7-2696523,A15010000H,https://www.hubhotel.com.tw/kaohsiung/,https://taiwan.taiwanstay.net.tw/twpic/82162.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/82162.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/82162.jpg?v=20250702,,120.301666,22.612902,3,,雙人房(無障礙客房)4200;,"餐廳,會議場所,健身房,無線網路,國民旅遊卡,自助洗衣(免費),上網電腦(免費),,,,洗衣服務,接送服務,行動支付,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,70,5000,8400,1,85tower@hubhotel.com.tw,171,0,,,0
C4_A15010000H_002057,森公館民宿,位於花蓮縣的民宿,,花蓮縣新城鄉北埔村23鄰北埔路157號,971,花蓮縣,新城鄉,886-937-467457,,A15010000H,,,,,,,,121.602608,24.031513,4,,,,車位:小客車0輛、機車0輛、大客車0輛,4,4500,5000,0,,10,0,0,0,0
C4_A15010000H_002058,康橋商旅-台東館,康橋大飯店－台東館．榮獲民眾票選勝出，觀光局頒發之『台灣百大幸福旅宿』。．本館榮獲88.89.91年度台東縣優良旅館評鑑第一名．本館榮獲89.90.91.92.年度台東縣最佳消防管理單位．本館榮獲93年度台東縣公眾場所最佳消防管理人獎第一名康橋商旅長期以穩定優良的品質為經營理念，提供旅客及出差客更多乾淨舒適的住宿環境。,,臺東縣臺東市中興路一段209巷16號1-7樓,950,臺東縣,臺東市,886-89-229226,886-89-227200,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/41114.jpg?v=20250702,康橋大飯店-台東館-大門入口處,https://taiwan.taiwanstay.net.tw/twpic/46748.jpg?v=20250702,康橋大飯店-台東館-館內3樓電梯前挑高平臺,https://taiwan.taiwanstay.net.tw/twpic/26161.jpg?v=20250702,康橋大飯店-台東館-一樓商務中心,121.142112,22.767435,3,,套房7400;雙人房4800;其他6400;雙人房5200;套房7000;雙人房(無障礙客房)11232;,"餐廳,咖啡廳,有線網路,無線網路,國民旅遊卡,停車場,無障礙客房,自助洗衣(免費),上網電腦(免費),洗衣服務,商務旅遊中心,自行車租借,導覽解說,AED,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,90,11232,17160,0,h007.hotel@msa.hinet.net,280,0,,,0
C4_A15010000H_002061,可洛可呆民宿,位於新北市的民宿,,新北市三芝區茂長里9鄰聽濤街5號,252,新北市,三芝區,886-2-26363466,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/265819.png?v=20250702,外觀,,,,,121.510718,25.258146,4,,,,車位:小客車0輛、機車0輛、大客車0輛,2,2600,2600,0,,4,0,,,0
C4_A15010000H_002064,花鳥新村渡假民宿,走入日月潭，無不被它的潭水及山嵐景致所吸引，我帶著空杯的心，要接收這裡所有的清新、自然、美與浪漫，謄入我的旅遊札記中，時時回味、細細品嚐。驅車前往日月潭花鳥新村民宿，眼前那棟獨自佇立的高雅別墅，四週無拘無束的自然空間，民宿庭院前的兩排小矮樹，像迎賓小兵般的列隊歡迎著，草坪中隨意擺上的傘花，隨風搖擺的搖椅...在偌大的土地上，我正享受令人神輕氣爽的一切，就在離你不遠處，我在．．．花鳥新村。日月潭花鳥新村民宿客廳的挑高設計營造出貴族的氣派，直達二樓的超大視野以及那面加大的造型落地窗，讓你帶著廣角的視線，覽盡室內外所有美景，古典燈飾所營造的貴氣，柔白紗質窗簾所帶出的唯美氣質，精心所選的傢俱，與高闊空間感的完美搭配，表現出的不僅是主人的獨特構思，更輕易的將遠到的旅客，帶往更高品質的旅居品味。你的舒適和自在，是我們所追求的滿意程度，為了打造符合你的休憩空間，選擇柔和色系的寢飾，搭配著簡單俐落的內部陳設，如此恰到好處的佈置，順勢將整體舒適度提昇。,,南投縣魚池鄉東光村水尾巷4-5號,555,南投縣,魚池鄉,886-49-2880452,886-49-2880973,A15010000H,,,,,,,,120.960870,23.894782,4,,,,車位:小客車0輛、機車0輛、大客車0輛,4,2500,5500,1,flora.rexort@msa.hiet.net,20,0,,,0
C4_A15010000H_002065,夏沐霓民宿,位於澎湖縣的民宿,,澎湖縣馬公市東衛里15鄰東衛251之19號,880,澎湖縣,馬公市,886-912-749777,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/280911.jpg?v=20250702,民宿外觀,,,,,119.606156,23.569967,4,,雙人房2500;套房4000;,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,3,2500,4000,0,e9911293@yahoo.com.tw,12,0,,,0
C4_A15010000H_002072,玫瑰莊園,"玫瑰莊園座落在山清水明的冬山鄉,清晨眺望佇立半山腰的三清宮,薄霧圍繞充滿靈修意境,門前庭訓寬廣舒適、停車、野營、烤肉、嬉戲皆安全無虞,民宿主人親切熱心,舉凡手作點心、傳統纏花皆有所心得,更可與訪客挑燈夜談。所有客房皆清晰整潔、明亮如此舒適的渡假環境值得您來好好放鬆休閒一下~",,宜蘭縣冬山鄉梅花路742號,269,宜蘭縣,冬山鄉,886-3-9519146,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/27265.JPG?v=20250702,外觀,https://taiwan.taiwanstay.net.tw/twpic/28989.JPG?v=20250702,年輕的你是否有自己的公主夢呢？ 悄皮可愛的Kitty房，充滿青春的元素， 落地窗外的陽台很適合遙望，凝思， 享受不被打擾的時光。,https://taiwan.taiwanstay.net.tw/twpic/49474.JPG?v=20250702,寧靜典雅的森林房，精緻卻不奢華， 小木屋式的白色屋頂配上窗外的青青樹木更顯幽靜。,121.735581,24.660376,4,,套房4500;其他4500;套房4500;雙人房2000;雙人房2000;,"餐廳,有線網路,無線網路,停車場,,,,體驗活動,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,5,2500,6000,1,roselodge.eland@gmail.com,20,0,,,0
C4_A15010000H_002074,仲青行旅台南館,熱愛獨立旅行的那一種氣質；步履寫意輕快，卻又無比力量。晨間陽光輕貼你髮際，折射出完美清亮的光紋，於是，你決定出發。如夏花般，生而昂然；或是在冬夜：一個旅人姿態的你。你為自己定義出：一種新的獨立旅行式樣。仲青行旅：輕鬆，而有力量的旅行，由你。,,臺南市中西區友愛街309巷20號B1-4樓,700,臺南市,中西區,886-6-2240555,886-6-2247555,A15010000H,https://www.lighthostel.com.tw/,https://taiwan.taiwanstay.net.tw/twpic/22459.jpg?v=20250702,1F交誼廳,https://taiwan.taiwanstay.net.tw/twpic/19166.jpg?v=20250702,不知道要去哪玩嗎??抽個籤!立馬出動,https://taiwan.taiwanstay.net.tw/twpic/24317.jpg?v=20250702,早餐8:00-10:00在大餐桌集合!自助式廚房,120.195482,22.991975,3,,,"無線網路,國民旅遊卡,自助洗衣(收費),,,,洗衣服務,郵電服務,貴重物品保管專櫃,行動支付,,,自行車友善旅宿",車位:小客車1輛、機車0輛、大客車0輛,21,5200,7200,0,lighthostel.tn@lighthostel.com,76,0,,,1
C4_A15010000H_002077,有誠商旅,本飯店坐落於士林區外雙溪地區，與世界五大博物館之一的「國立故宮博物館」比鄰而居，獨到的地理位置，讓本飯店具有鬧中取靜的獨有特色。鄰近北市著名景點士林夜市、士林官邸、陽明山國家公園、天母市集等，更是旅遊休閒的優質選擇。飯店整體大量使用天然木質材料，風格沉穩內斂，結合自然素材與大地色調，以簡單設計勾勒高雅品味。舒適潔淨的客房加上親切體貼的服務，提供每一位旅客享受回歸自然、溫暖如家的貼心感受，成就您美好旅遊的休憩時光。,,臺北市士林區至善路二段55號4樓至10樓,111,臺北市,士林區,886-2-88615599,886-2-88615528,A15010000H,http://www.yusensehotel.com,https://taiwan.taiwanstay.net.tw/twpic/26069.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/18660.jpg?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/23735.jpg?v=20250702,,121.545031,25.098308,3,,雙人房11000;雙人房11000;單人房(無障礙客房)11000;,"餐廳,會議場所,咖啡廳,健身房,有線網路,無線網路,國民旅遊卡,停車場,高齡房,無障礙客房,,,,洗衣服務,,",車位:小客車0輛、機車0輛、大客車0輛,64,11000,18000,0,info@yusensehotel.com,128,0,,,0
C4_A15010000H_002078,舒漫活海景旅宿,位於連江縣的民宿,,連江縣北竿鄉橋仔村85號,210,連江縣,北竿鄉,886-836-55685,886-836-55233,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/46630.jpg?v=20250702,舒漫活海景特色民宿,https://taiwan.taiwanstay.net.tw/twpic/2333.jpg?v=20250702,馬祖北竿-舒漫活海景色民宿,https://taiwan.taiwanstay.net.tw/twpic/45010.jpg?v=20250702,馬祖北竿-舒漫活海景色民宿,119.992401,26.233414,4,,,"餐廳,會議場所,咖啡廳,有線網路,無線網路,停車場,,,,接送服務,導覽解說,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,8,5000,8000,1,lohasmatsu@gmail.com,22,0,0,0,0
C4_A15010000H_002079,緹米民宿,位於澎湖縣的民宿,,澎湖縣馬公市安宅里11鄰宅腳嶼89之30號,880,澎湖縣,馬公市,886-966-722878,,A15010000H,,,,,,,,119.603960,23.576026,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,3200,5200,0,phtimmy15@gmail.com,18,0,,,0
C4_A15010000H_002080,REST瑞斯特背包客棧,[住的質感]LOFT的簡約沉穩，是瑞斯特給人第一印象，不做作的空間設計，乾淨、舒適的住宿品質， 平易近人的收費，讓旅人可以輕鬆入住，且自在體驗瑞斯特的美好。[窩的空間]瑞斯特背包客棧是三層的獨立建築，為提供舒適寬敞的住宿環境，全棟只設置2間房， 為上下舖單人床房型，並分層設置男女衛浴間，皆配置免治馬桶座。 一樓開放式交誼廳，讓旅人們自在分享旅行資訊。,,臺南市中西區成功路313巷26號,700,臺南市,中西區,886-937-804076,,A15010000H,http://www.rest.tw,https://taiwan.taiwanstay.net.tw/twpic/41604.jpg?v=20250702,台南REST瑞斯特背包客棧-大門外觀,https://taiwan.taiwanstay.net.tw/twpic/47685.jpg?v=20250702,台南REST瑞斯特背包客棧-外觀幾何壁畫,https://taiwan.taiwanstay.net.tw/twpic/9441.jpg?v=20250702,台南REST瑞斯特背包客棧-感應門鎖,120.200374,22.999554,4,,其他5400;其他7200;,"無線網路,國民旅遊卡,,,,自行車租借,,",車位:小客車0輛、機車0輛、大客車0輛,2,5400,7200,1,u74820@gmail.com,14,0,0,0,0
C4_A15010000H_002081,大鵬灣大飯店,位於屏東縣的旅館,,屏東縣東港鎮中山路59號,928,屏東縣,東港鎮,886-8-8353222,886-8-8353322,A15010000H,http://www.tpb.com.tw,https://taiwan.taiwanstay.net.tw/twpic/13003.JPG?v=20250702,位於東港市中心,https://taiwan.taiwanstay.net.tw/twpic/8351.JPG?v=20250702,,https://taiwan.taiwanstay.net.tw/twpic/31157.JPG?v=20250702,拍照區,120.450616,22.466381,3,,,"無障礙客房,,,,洗衣服務,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,44,5280,6600,0,tpb@tpb.com.tw,152,0,,,0
C4_A15010000H_002082,尋夢園,位於屏東縣的民宿，安靜平價的民宿，歡迎大家入住。,,屏東縣恆春鎮墾丁路文化巷50-1、52號,946,屏東縣,恆春鎮,886-8-8863980,886-8-8863949,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/280846.jpg?v=20250702,四人房以及乾濕分離衛浴,https://taiwan.taiwanstay.net.tw/twpic/280844.jpg?v=20250702,四人房以及乾濕分離衛浴,https://taiwan.taiwanstay.net.tw/twpic/280843.jpg?v=20250702,四人房以及乾濕分離衛浴,120.798795,21.944785,4,,,自行車友善旅宿,車位:小客車0輛、機車0輛、大客車0輛,5,4200,4200,0,kentinggarden52@yahoo.com.tw,10,0,,,0
C4_A15010000H_002083,柯達大飯店敦南店,新都心旅憩 City Life Traveling Mind座落於敦化南路及基隆路口，坐擁台北精華經貿地段，全館採用『後現代』設計的視覺意念，讓出門洽商之餘彷彿置身於時尚空間。下榻柯達飯店台北敦南，讓您的行程更多了都會旅憩的優雅。充實的客房設施、精緻的空間設計以及影音系統，提升在外地洽商的生活品質，讓您不會錯過任何商機，滿足商務行程的所有需求。柯達大飯店台北敦南鄰近六張犁捷運站，步行僅需10分鐘。距離台北市區、通化夜市、信義新天地、威秀影城、公館商圈等知名都會景點皆只需10分鐘車程，無論您是洽公行程或都會旅遊，柯達大飯店台北敦南全體員工期待為您服務。,,臺北市大安區敦化南路二段238號B1-14樓,106,臺北市,大安區,886-2-27323333,886-2-27327700,A15010000H,http://dunnan.khotels.com.tw/zh-TW/,https://taiwan.taiwanstay.net.tw/twpic/16780.jpg?v=20250702,房間2,https://taiwan.taiwanstay.net.tw/twpic/21217.jpg?v=20250702,大廳或櫃檯,https://taiwan.taiwanstay.net.tw/twpic/31763.jpg?v=20250702,外觀,121.548279,25.021017,3,,雙人房15000;單人房15000;雙人房15000;雙人房15000;雙人房15000;其他(無障礙客房)15000;,"有線網路,無線網路,國民旅遊卡,停車場,無障礙客房,自助洗衣(免費),上網電腦(免費),,,,洗衣服務,接送服務,AED,外幣兌換,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,77,15000,22000,0,dunnan@khotels.com.tw,154,0,,,0
C4_A15010000H_002086,嘉南大旅社,位於臺南市的旅館,,臺南市新營區中山路34-2號,730,臺南市,新營區,886-6-6321077,886-6-6358289,A15010000H,,,,,,,,120.321683,23.306953,3,,,,車位:小客車0輛、機車0輛、大客車0輛,45,500,1000,0,,100,0,,,0
C4_A15010000H_002090,海上人家民宿,位於澎湖縣的民宿,,澎湖縣馬公市烏崁里1鄰烏崁105之70號,880,澎湖縣,馬公市,886-973-623169,,A15010000H,,,,,,,,119.618609,23.546614,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,3000,6600,0,p9215333@yahoo.com,16,0,,,0
C4_A15010000H_002091,水里河堤咖啡民宿,"「水里河堤咖啡民宿」為旅客規劃了三間不同風格的主題客房，位在一樓的是帶有清新調性的「海洋二-四人房」，洋溢著海洋地帶的涼爽氣息，釋放出滿點的年輕與活力；二樓的「休閒二人房」所要表現的仍是以簡單輕鬆為走向，加入了微量的異國傢俱單品，也使得整個空間更顯的慵懶、閒逸；而位於三樓的客房，希臘二人房，希臘風情,有著濃濃的地中海風情，大膽的完成了最具主題性的設計想法。　體驗視覺與品味的空間搭配，您才更能體會生活的美好無限．．．",,南投縣水里鄉北埔村東三街110號,553,南投縣,水里鄉,886-912-977225,,A15010000H,http://site.traiwan.com/ShuiliHeti,https://taiwan.taiwanstay.net.tw/twpic/40278.jpg?v=20250702,,,,,,120.854096,23.814057,4,,,"餐廳,有線網路,無線網路,停車場,,,,自行車租借,,",車位:小客車0輛、機車0輛、大客車0輛,3,3000,3000,1,pojun.a68@msa.hinet.net,6,0,,,0
C4_A15010000H_002095,福憩背包客棧,位於臺南市的民宿,,臺南市中西區和平街91號,700,臺南市,中西區,886-6-2211167,886-6-2211167,A15010000H,http://www.fuqihostel.com/,https://taiwan.taiwanstay.net.tw/twpic/129274.jpg?v=20250702,正門,https://taiwan.taiwanstay.net.tw/twpic/129275.jpg?v=20250702,大廳櫃台,https://taiwan.taiwanstay.net.tw/twpic/129276.jpg?v=20250702,交誼廳,120.198871,22.992283,4,,,"咖啡廳,無線網路,停車場,自助洗衣(收費),上網電腦(免費),,,,洗衣服務,郵電服務,貴重物品保管專櫃,室內遊樂設施,行動支付,導覽解說,,,自行車友善旅宿",車位:小客車0輛、機車0輛、大客車0輛,5,2400,9000,1,fuqi.tainan@gmail.com,25,0,0,0,0
C4_A15010000H_002096,攬月莊民宿,位於苗栗縣的民宿,,苗栗縣公館鄉福德村4鄰福德35-2號,363,苗栗縣,公館鄉,886-37-233305,,A15010000H,https://www.takemoon.url.tw/index.html,https://taiwan.taiwanstay.net.tw/twpic/257971.jpg?v=20250702,房間照片,,,,,120.856185,24.477289,4,,,"無線網路,停車場,,,,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,1,3000,3000,0,chengfu.kevin@gmail.com,8,0,0,0,0
C4_A15010000H_002098,凡賽斯高山民宿,位於南投縣的民宿,,南投縣仁愛鄉大同村壽亭巷31-2號,546,南投縣,仁愛鄉,886-49-2801519,886-49-2801539,A15010000H,,,,,,,,121.158792,24.039906,4,,,,車位:小客車0輛、機車0輛、大客車0輛,5,8000,8000,0,vansecj@yahoo.com.tw,10,0,,,0
C4_A15010000H_002099,我愛你學田,稻田 埤塘 老磚屋書籍 寵物 慢生活你是否對每天繁忙、沒有溫度的生活感到倦了?嚮往自在奔跑於田野之間、單純享受與親友相聚的時光嗎?這裡沒有吵雜的喇叭聲，也無須應付走馬看花的制式行程；白天與孩子和毛小孩一同擁抱自然、盡情放電，黃昏時，划著獨木舟追逐沉落埤塘中的夕陽，這是屬於我愛你學田民宿獨享的鄉村慢生活。稻田與老磚屋未來將與新屋水牛書店結合，交棒給兩個年輕人，一個學的是資訊，卻決定當一位專職農夫，一個學的是文學，卻選擇做工作犬領犬員，這裡將提供嶄新服務，但仍保留原來水牛書店公益書店的精神，歡迎一同造訪稻田裡的書店。民宿保留傳統客家磚瓦屋構造，內部提供舒適現代化設施。適合家庭旅遊、朋友聚會、員工旅遊、教育訓練、活動場地租借。室內提共5間獨立套房、視聽會議廳、共用客廳、廚房、及書房。戶外大片草皮、埤塘適合烤肉、划船、踢球、慢活欣賞田野風光，自種無毒稻米、養蜂、及萃取茶樹精油，提供最純粹的自然生活體驗。,,桃園市新屋區九斗里2鄰五谷路722巷82號,327,桃園市,新屋區,886-988-550391,,A15010000H,http://www.buffalo1966.tw,https://taiwan.taiwanstay.net.tw/twpic/110393.jpg?v=20250702,照片,https://taiwan.taiwanstay.net.tw/twpic/110392.jpg?v=20250702,照片,https://taiwan.taiwanstay.net.tw/twpic/110387.jpg?v=20250702,照片,121.125049,24.961631,4,,,"會議場所,無線網路,停車場,高齡房,無障礙客房,,,,兒童遊樂設施,室內遊樂設施,自行車租借,體驗活動,寵物友善旅宿,,",車位:小客車10輛、機車0輛、大客車2輛,5,6000,10000,1,loyitsung@gmail.com,17,0,,,12
C4_A15010000H_002100,綠洲旅店民宿,位於澎湖縣的民宿,,澎湖縣馬公市西衛里26鄰西衛575號,880,澎湖縣,馬公市,886-6-9267757,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/263898.jpg?v=20250702,綠洲旅店,https://taiwan.taiwanstay.net.tw/twpic/263924.jpg?v=20250702,綠洲旅店大廳,,,119.583149,23.592083,4,,,,車位:小客車0輛、機車0輛、大客車0輛,3,6000,6000,0,oasishotel7757@gmail.com,6,0,,,0
